ppu;terminal;unidad;empresa;interno;tipo_bus;tipo_flota;es_soporte;es_auxiliar
STHD26;JUANITA;U9;US2;7185;BE;FOB;0;0
STHF36;JUANITA;U9;US2;7186;BE;FOB;0;0
STHF56;JUANITA;U9;US2;7187;BE;FOB;0;0
STHF57;JUANITA;U9;US2;7188;BE;FOB;0;0
STHF67;JUANITA;U9;US2;7189;BE;FOB;0;0
STHF69;JUANITA;U9;US2;7190;BE;FOB;0;0
TXZH40;JUANITA;U9;US2;7191;BE;FR;0;0
TXZH41;JUANITA;U9;US2;7192;BE;FR;0;0
TXZH42;JUANITA;U9;US2;7193;BE;FR;0;0
TXZH43;JUANITA;U9;US2;7194;BE;FR;0;0
TXZH44;JUANITA;U9;US2;7195;BE;FR;0;0
TXZH45;JUANITA;U9;US2;7196;BE;FR;0;0
